cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_14323_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_14324_+	Not enough valid samples	NA	NA	NA	NA	C2CD4D-AS1
chr1:clu_14325_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLG-AS1
chr1:clu_14326_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLG-AS1
chr1:clu_14327_+	Not enough valid samples	NA	NA	NA	NA	FLG-AS1
chr1:clu_14328_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FLG-AS1
chr1:clu_14329_+	Not enough valid samples	NA	NA	NA	NA	FLG-AS1
chr1:clu_14330_+	Success	3.81890427227063	5	0.17735881532038	0.370215115221418	NA
chr1:clu_14331_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_14332_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	S100A1
chr1:clu_14333_+	Not enough valid samples	NA	NA	NA	NA	S100A1
chr1:clu_14334_+	Success	14.5990950024134	5	2.12012930189579e-05	0.000351017474015221	CHTOP
chr1:clu_14335_+	Success	13.054034711291	4	3.00957922399902e-05	0.000477043660248051	SNAPIN
chr1:clu_14336_+	Success	0.149869220781284	1	0.584046440878246	0.764258600354518	NPR1
chr1:clu_14337_+	Success	-0.511183814898686	2	1	1	NPR1
chr1:clu_14338_+	Success	0.0798616229790241	1	0.689411445322632	0.84007958304502	NPR1
chr1:clu_14339_+	Success	10.0321083574672	2	4.39653665670176e-05	0.0006614864442047	NPR1
chr1:clu_14340_+	Success	2.33565777272088	3	0.197508965722142	0.395746458618389	NPR1
chr1:clu_14341_+	Success	3.15251145524235	2	0.0427446406982219	0.145951411402009	NPR1
chr1:clu_14342_+	Success	0.0279481737450169	1	0.813103609518461	0.920305196478079	NPR1
chr1:clu_14343_+	Success	0.321600200818011	3	0.886475245763811	0.965529953903807	INTS3
chr1:clu_14344_+	Success	0.901076940463099	3	0.614466339334862	0.785958181961336	INTS3
chr1:clu_14345_+	Success	1.54594113094026	2	0.213111211259443	0.415328600167903	INTS3
chr1:clu_14346_+	Success	0.630371865113375	2	0.532393785516242	0.723220793192679	INTS3
chr1:clu_14347_+	Success	0.00010055986331281	2	0.999899445192661	1	INTS3
chr1:clu_14348_+	Success	0.584030516286248	1	0.27980000454929	0.491162481918458	INTS3
chr1:clu_14349_+	Success	1.25465872890589	1	0.113174939675439	0.278373513175053	INTS3
chr1:clu_14350_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	INTS3
chr1:clu_14351_+	Not enough valid samples	NA	NA	NA	NA	SLC27A3
chr1:clu_14352_+	Success	1.26869130822161	2	0.281199384404389	0.492510798277566	SLC27A3
chr1:clu_14353_+	Success	0.0543990349792693	1	0.74151668707508	0.874687254101508	SLC27A3
chr1:clu_14354_+	Success	4.59514535404014	3	0.026864988451165	0.105959357039139	SLC27A3
chr1:clu_14355_+	Success	1.33036971618458	1	0.102852910547483	0.261730791541953	SLC27A3
chr1:clu_14356_+	Success	2.64118271960729	3	0.152250772601505	0.336027424494882	CREB3L4,SLC39A1
chr1:clu_14357_+	Success	0.709591916727277	2	0.491844870176885	0.690694611570288	CREB3L4
chr1:clu_14358_+	Success	0.0110244690440595	1	0.881956986113074	0.962913908638197	RPS27
chr1:clu_14359_+	Success	13.8030735393841	3	4.39337891920242e-06	8.8943678157296e-05	UBAP2L
chr1:clu_14360_+	Success	7.93865911700777	2	0.000356684429882474	0.00385187875038849	UBAP2L
chr1:clu_14361_+	Success	-0.158545923462952	2	1	1	UBAP2L
chr1:clu_14362_+	Success	1.77575660824175	1	0.0594911734333814	0.182834758321827	UBAP2L
chr1:clu_14363_+	Success	4.42074050765689	1	0.00294460098653911	0.0205249404568373	UBAP2L
chr1:clu_14364_+	Success	0.144604686796868	1	0.590727628222337	0.768707727266909	UBAP2L
chr1:clu_14365_+	Success	0.0233196289700572	1	0.829017959237351	0.930187928375374	UBAP2L
chr1:clu_14366_+	Success	0.196617261612118	1	0.530604080385004	0.721586891847523	UBAP2L
chr1:clu_14367_+	Success	2.67602109225118	4	0.25304444090041	0.461307487803844	UBAP2L
chr1:clu_14368_+	Success	2.47935327763844	6	0.549120151400066	0.736403919287016	HAX1
chr1:clu_14369_+	Success	3.16786537280609	1	0.0118329354225272	0.0580521633988309	HAX1
chr1:clu_14370_+	Success	1.59661126723495	2	0.202581851891212	0.402254238036594	ATP8B2
chr1:clu_14371_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8B2
chr1:clu_14372_+	Success	0.06982408339735	1	0.70863103287112	0.852579670858193	ATP8B2
chr1:clu_14373_+	Success	0.772505664437631	2	0.461854365198623	0.66645624485083	ATP8B2
chr1:clu_14374_+	Success	4.68462930415114	2	0.00923615778306436	0.0482295480912647	ATP8B2
chr1:clu_14375_+	Success	0.741954183469716	2	0.476182457810206	0.677263151532906	ATP8B2
chr1:clu_14376_+	Success	0.728743836461263	1	0.227330281636641	0.431743612390009	ATP8B2
chr1:clu_14377_+	Success	1.79861216563586	2	0.165528454962474	0.353744444446954	ATP8B2
chr1:clu_14378_+	Success	1.85638422945931	5	0.591464976717982	0.769327705781335	IL6R
chr1:clu_14379_+	Not enough valid samples	NA	NA	NA	NA	IL6R
chr1:clu_14380_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_14381_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_14382_+	Success	8.69115019754008	2	0.000168066605211165	0.00206926347224386	CKS1B
chr1:clu_14383_+	Success	22.5580563269395	7	1.29842854908618e-07	3.92189178466663e-06	FLAD1
chr1:clu_14384_+	Success	6.76904686620037	2	0.00114878907895018	0.00988069810927118	FLAD1
chr1:clu_14385_+	Success	2.04942957002763	1	0.0429121603482129	0.146335956616022	FLAD1
chr1:clu_14386_+	Success	7.82096747978267	2	0.000401233309846751	0.00423852373912418	ZBTB7B
chr1:clu_14387_+	Success	17.7506274184998	15	0.00208523430297179	0.0157312239738582	ZBTB7B
chr1:clu_14388_+	Success	0.827238016685442	1	0.198350812264968	0.396639624401072	ADAM15
chr1:clu_14389_+	Success	0.743812689197512	2	0.475298291853133	0.676547101348619	ADAM15
chr1:clu_14390_+	Success	-0.119058627351478	3	1	1	ADAM15
chr1:clu_14391_+	Success	77.3900523713237	10	3.865369595952e-28	1.31533592835869e-25	ADAM15
chr1:clu_14392_+	Not enough valid samples	NA	NA	NA	NA	EFNA4,AL691442.1
chr1:clu_14393_+	Success	0.637459825567134	1	0.258845781587116	0.468123481405952	EFNA4
chr1:clu_14394_+	Not enough valid samples	NA	NA	NA	NA	AL691442.1,EFNA3
chr1:clu_14395_+	Success	1.29069957958677	2	0.27507827661372	0.486504967048715	AL691442.1,EFNA3
chr1:clu_14396_+	Success	0.550127084855376	2	0.576876493456109	0.758552511558849	EFNA1
chr1:clu_14397_+	Success	26.2459874042543	16	9.12100254710596e-06	0.00016844890789508	SLC50A1
chr1:clu_14398_+	Success	1.77954821084131	3	0.313178008901962	0.52528634516935	SLC50A1
chr1:clu_14399_+	Not enough valid samples	NA	NA	NA	NA	TRIM46
chr1:clu_14400_+	Not enough valid samples	NA	NA	NA	NA	TRIM46
chr1:clu_14401_+	Not enough valid samples	NA	NA	NA	NA	TRIM46
chr1:clu_14402_+	Success	4.03815638050582	2	0.0176299453835176	0.0783343607421276	MTX1
chr1:clu_14403_+	Not enough valid samples	NA	NA	NA	NA	HCN3
chr1:clu_14404_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HCN3
chr1:clu_14405_+	Success	3.93519396195188	9	0.547259043874236	0.7351100254653	FDPS
chr1:clu_14406_+	Success	9.99378666287521	3	0.000170751961587946	0.00209909415653867	FDPS
chr1:clu_14407_+	Success	1.02479330516616	1	0.152247523811352	0.336027424494882	RUSC1
chr1:clu_14408_+	Success	2.93445167825848	6	0.438034854626821	0.645836409078043	RUSC1
chr1:clu_14409_+	Success	1.25005587672513	1	0.113838219782263	0.279286940955302	RUSC1
chr1:clu_14410_+	Success	1.28198094998186	1	0.109324300527568	0.272138426436004	RUSC1
chr1:clu_14411_+	Success	0.915264562823722	2	0.400410678296814	0.612029262038524	RUSC1
chr1:clu_14412_+	Success	1.56611143442251	3	0.371684859597142	0.584086642295937	RUSC1
chr1:clu_14413_+	Success	-0.013363773949095	3	1	1	RUSC1
chr1:clu_14414_+	Success	-0.649942450210801	3	1	1	DAP3
chr1:clu_14415_+	Success	22.8817993737175	5	1.01462811799903e-08	3.86367971552797e-07	DAP3
chr1:clu_14416_+	Success	0.0700664698961191	2	0.932331845845324	0.99200009157617	DAP3
chr1:clu_14417_+	Success	3.46089018932253	3	0.074433130088386	0.21204956645326	DAP3
chr1:clu_14418_+	Success	12.2631593879378	5	0.000171955453792833	0.00211145454912528	MSTO1,MSTO2P
chr1:clu_14419_+	Success	1.17382218101898	1	0.125472483008451	0.297240078756046	MSTO1
chr1:clu_14420_+	Success	13.1000163897488	3	8.66050316041553e-06	0.000161529746117908	MSTO1
chr1:clu_14421_+	Success	9.93043225446991	3	0.000181392988554687	0.00220952685639709	MSTO1
chr1:clu_14422_+	Success	4.36095104222511	1	0.00314409849942889	0.0215362885359597	MSTO2P
chr1:clu_14423_+	Success	0.934531451000169	1	0.171582445096077	0.362933956991848	MSTO2P
chr1:clu_14424_+	Success	11.1328626915874	4	0.000177428118809948	0.00216700772675594	MSTO1
chr1:clu_14425_+	Not enough valid samples	NA	NA	NA	NA	MSTO2P
chr1:clu_14426_+	Success	0.349830267410823	1	0.402897782972439	0.614070204599963	MSTO1
chr1:clu_14427_+	Not enough valid samples	NA	NA	NA	NA	MSTO2P
chr1:clu_14428_+	Success	1.23479913165397	1	0.116067587275492	0.282675035341949	MSTO1
chr1:clu_14429_+	Success	3.18077724996783	4	0.173725280398168	0.365348490736107	MSTO1
chr1:clu_14430_+	Success	1.21097089187359	1	0.119646538922833	0.288557177148809	MSTO2P
chr1:clu_14431_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DAP3
chr1:clu_14432_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DAP3
chr1:clu_14433_+	Success	0.31168765265727	1	0.429795759987655	0.638812182274296	SYT11
chr1:clu_14434_+	Success	0.220626109780596	1	0.506518680757819	0.70299878688768	SYT11
chr1:clu_14435_+	Success	2.75178957808384	1	0.0189775924075515	0.0826236897155779	LAMTOR2
chr1:clu_14436_+	Success	2.85201180235163	4	0.222369193537647	0.426255113746516	LAMTOR2
chr1:clu_14437_+	Success	3.46915005861956	2	0.031143489555718	0.117170877489855	LMNA
chr1:clu_14438_+	Success	0.23512859623861	1	0.492868871779599	0.691555757407292	LMNA
chr1:clu_14439_+	Success	12.2378041206539	10	0.00643325800571688	0.0371043317397883	SLC25A44
chr1:clu_14440_+	Success	18.0205913710379	9	3.89849859557135e-05	0.00059409849726794	PMF1,PMF1-BGLAP
chr1:clu_14441_+	Success	0.0915434486723825	1	0.668733721827041	0.825389163454296	PMF1,PMF1-BGLAP,BGLAP
chr1:clu_14442_+	Not enough valid samples	NA	NA	NA	NA	PMF1-BGLAP,BGLAP
chr1:clu_14443_+	Success	2.11300156235893	4	0.376282845764055	0.588525915199518	TMEM79
chr1:clu_14444_+	Not enough valid samples	NA	NA	NA	NA	TSACC
chr1:clu_14445_+	Not enough valid samples	NA	NA	NA	NA	TSACC
chr1:clu_14446_+	Success	1.91650015336381	1	0.0502529018412974	0.162515374704032	NAXE
chr1:clu_14447_+	Success	0.271368625406353	1	0.461300529657313	0.66607773403821	NAXE
chr1:clu_14448_+	Success	1.43110887512375	1	0.0906823937772244	0.241197329702273	NAXE
chr1:clu_14449_+	Success	0.76476788147329	2	0.465441956137635	0.669518903223211	NAXE
chr1:clu_14450_+	Success	15.3506991545928	6	2.89028163241112e-05	0.000461564845611255	RRNAD1
chr1:clu_14451_+	Success	1.51656376109895	4	0.552296976222835	0.738810204877156	RRNAD1
chr1:clu_14452_+	Success	0.00641008124102882	1	0.90985125923794	0.979616016333232	RRNAD1
chr1:clu_14453_+	Success	4.19865386462288	3	0.0384760266298223	0.135962512572705	PRCC
chr1:clu_14454_+	Success	2.5253479413368	5	0.409724601172882	0.620248973862611	PRCC
chr1:clu_14455_+	Success	0.788647509931963	1	0.209150754670765	0.410234559090861	PRCC
chr1:clu_14456_+	Success	18.3074707473497	11	0.000133658672087554	0.00169454615301807	PEAR1
chr1:clu_14457_+	Not enough valid samples	NA	NA	NA	NA	PEAR1
chr1:clu_14458_+	Success	0.198699991465389	1	0.528435077893822	0.719830203414942	PEAR1
chr1:clu_14459_+	Success	-10.4703747420572	6	1	1	KIRREL1
chr1:clu_14460_+	Success	2.25439714478648	2	0.104936786360046	0.265059249896815	KIRREL1
chr1:clu_14461_+	Success	6.16186603145616	2	0.00210831541590837	0.0158567329434895	KIRREL1
chr1:clu_14462_+	Success	-0.33586312882835	4	1	1	KIRREL1
chr1:clu_14463_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CD1D
chr1:clu_14464_+	Not enough valid samples	NA	NA	NA	NA	CD1D
chr1:clu_14465_+	Success	4.51174935314975	3	0.0289800844125344	0.111376421975699	IFI16
chr1:clu_14466_+	Success	3.97493470245536e-05	1	0.992885992734098	1	IFI16
chr1:clu_14467_+	Success	0.581711425613321	2	0.558940961657331	0.743850636183989	IFI16
chr1:clu_14468_+	Success	0.918443905176559	1	0.175316153359642	0.367486094201499	IFI16
chr1:clu_14469_+	Success	7.92523758276366	5	0.00728419670482258	0.0407341958036992	IFI16
chr1:clu_14470_+	Success	0.974705181929494	4	0.745063320919615	0.876962653727318	CADM3
chr1:clu_14471_+	Success	1.93089534073079	2	0.145018299550102	0.326057851558698	CADM3
chr1:clu_14472_+	Success	0.0260356913192936	1	0.819497331739419	0.924624315747553	CADM3
chr1:clu_14473_+	Not enough valid samples	NA	NA	NA	NA	DUSP23
chr1:clu_14474_+	Success	4.03079071658715	1	0.00452137022086843	0.0285200294330346	DUSP23
chr1:clu_14475_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AL590560.3
chr1:clu_14476_+	Success	27.1237950595605	12	2.46801369068107e-07	6.96772761904814e-06	LINC01133,AL513302.1
chr1:clu_14477_+	Success	4.51109879697924	9	0.4352276816795	0.643060596979332	AL121987.1
chr1:clu_14478_+	Not enough valid samples	NA	NA	NA	NA	AL121987.1
chr1:clu_14479_+	Success	15.8582390874567	2	1.2967440728964e-07	3.92050592247044e-06	ATP1A2
chr1:clu_14480_+	Success	0.295164367307166	2	0.744409220870587	0.87664449407214	ATP1A2
chr1:clu_14481_+	Success	1.22087042177054	1	0.118145045214594	0.286079149226284	ATP1A2
chr1:clu_14482_+	Success	0.214982556853727	1	0.512006066909389	0.707280242829462	ATP1A2
chr1:clu_14483_+	Success	1.62139765446932	2	0.197622298283769	0.395801418521252	ATP1A2
chr1:clu_14484_+	Success	6.3142136806855	7	0.0816961137633841	0.225238199530199	PEA15
chr1:clu_14485_+	Success	11.0080472716181	13	0.0551129043393494	0.173172541365694	NA
chr1:clu_14486_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_14487_+	Success	8.59838680018584	3	0.000643843787391088	0.00622006379561424	NCSTN
chr1:clu_14488_+	Success	4.44934288045624	7	0.260012107010885	0.469558094634683	NCSTN
chr1:clu_14489_+	Success	1.07782751667946	1	0.142045854409401	0.32192296620331	NCSTN
chr1:clu_14490_+	Success	2.81359331946351	1	0.0176839911960681	0.0784983684748418	NCSTN
chr1:clu_14491_+	Success	1.21374967165411	2	0.297081231258611	0.509257092404566	NCSTN
chr1:clu_14492_+	Success	1.25059190068714	2	0.286335264652124	0.498069830356599	NCSTN
chr1:clu_14493_+	Success	6.03931654592861	3	0.00711859385667284	0.0400461592848037	ATF6
chr1:clu_14494_+	Success	16.2585997948045	13	0.00201241727294009	0.0153046103921861	NIT1
chr1:clu_14495_+	Success	0.299085678974109	1	0.439276587649691	0.647011106927783	NIT1
chr1:clu_14496_+	Success	0.0283978154367333	1	0.811634198319805	0.919129898097274	NIT1
chr1:clu_14497_+	Success	3.41364318463616	1	0.00897755579702566	0.0473426365390219	NIT1
chr1:clu_14498_+	Success	15.7055530015041	4	2.52363099544333e-06	5.45428274670579e-05	UFC1
chr1:clu_14499_+	Success	3.56753251077862	2	0.0282254137298182	0.109389863600105	UFC1
chr1:clu_14500_+	Success	5.73865072360786	2	0.00321910881388154	0.0219177593932799	UFC1
chr1:clu_14501_+	Success	-2.75804143684582	3	1	1	USP21
chr1:clu_14502_+	Success	4.08895611027765	2	0.0167567165960464	0.0754075821268622	USP21
chr1:clu_14503_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP21
chr1:clu_14504_+	Success	1.40258240929097	4	0.590941502779703	0.768909530514532	PPOX
chr1:clu_14505_+	Success	35.1539191753691	21	3.13630172976625e-07	8.66328872452789e-06	PPOX
chr1:clu_14506_+	Success	2.40256077569768	1	0.0283752649647345	0.109830542162024	PPOX
chr1:clu_14507_+	Success	18.4370020852134	1	1.26014999704028e-09	5.58288337331405e-08	NDUFS2
chr1:clu_14508_+	Success	2.03125771495979	2	0.131170442331602	0.305496243938325	NDUFS2
chr1:clu_14509_+	Success	3.75235468830215	2	0.0234624340415469	0.0963914596690893	NDUFS2
chr1:clu_14510_+	Not enough valid samples	NA	NA	NA	NA	FCER1G
chr1:clu_14511_+	Success	4.88717969319987	2	0.0075426651352752	0.0418068323829575	TOMM40L
chr1:clu_14512_+	Success	11.2055616561338	6	0.0010197117189926	0.00900041908262037	TOMM40L
chr1:clu_14513_+	Success	0.184062260671567	1	0.544028343633718	0.732316934596664	TOMM40L
chr1:clu_14514_+	Success	1.17136585660126	1	0.125868657128324	0.29783701254355	TOMM40L
chr1:clu_14515_+	Success	5.68267125089187	8	0.181845055767138	0.376076819037304	SDHC
chr1:clu_14516_+	Success	2.00347835352295	2	0.134865357035916	0.311228495455439	SDHC
chr1:clu_14517_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AL592295.4
chr1:clu_14518_+	Success	11.2010692104159	8	0.00422292545052824	0.0270330126350128	FCRLA
chr1:clu_14519_+	Not enough valid samples	NA	NA	NA	NA	FCRLB
chr1:clu_14520_+	Success	1.26227590945496	2	0.283009189692358	0.49438124355248	FCRLB
chr1:clu_14521_+	Success	79.2732757350168	9	1.48835469738972e-29	5.47218410406955e-27	FCRLB,DUSP12
chr1:clu_14522_+	Success	1.10199883439964	2	0.332206394048912	0.544630512349062	DUSP12
chr1:clu_14523_+	Success	0.133149509517125	1	0.605825296547911	0.780102804262228	ATF6
chr1:clu_14524_+	Success	0.141783969579365	1	0.594372142150621	0.771629599860868	ATF6
chr1:clu_14525_+	Success	2.97311541178669	3	0.114255718632728	0.280053461448665	ATF6
chr1:clu_14526_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NOS1AP
chr1:clu_14527_+	Success	3.00899307565004	1	0.0141607965264604	0.0663679704750023	UHMK1
chr1:clu_14528_+	Success	0.472211662571397	1	0.331142865848884	0.543483657085252	UHMK1
chr1:clu_14529_+	Success	0.415157143128454	4	0.934338428734515	0.993128012646695	UHMK1
chr1:clu_14530_+	Success	1.19798490215544	2	0.301801759647902	0.513468208523875	UAP1
chr1:clu_14531_+	Success	48.9596340638891	3	4.35355901281608e-21	8.38899350258722e-19	UAP1
chr1:clu_14532_+	Success	1.05915718796314	1	0.145546654742114	0.326754691552218	DDR2
chr1:clu_14533_+	Success	9.29356803970586	3	0.000332751088106089	0.00363763125606612	DDR2
chr1:clu_14534_+	Success	0.296144146941288	1	0.441535611391436	0.649205810480264	DDR2
chr1:clu_14535_+	Success	1.67447400907713	3	0.340887889320204	0.553108497295596	DDR2
chr1:clu_14536_+	Success	2.94076834660632	2	0.0528251251359013	0.168365774584076	HSD17B7
chr1:clu_14537_+	Success	5.02884507122712	1	0.00151713321519526	0.0122515880218255	HSD17B7
chr1:clu_14538_+	Success	0.606196691438072	2	0.545421334901385	0.733304735904287	HSD17B7
chr1:clu_14539_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HSD17B7
chr1:clu_14540_+	Success	7.4509866139756	2	0.000580868236669832	0.00571172219070333	RGS4
chr1:clu_14541_+	Not enough valid samples	NA	NA	NA	NA	NUF2
chr1:clu_14542_+	Success	1.47539230566463	2	0.228688993457305	0.433254846820588	PBX1
chr1:clu_14543_+	Success	1.05249703866139	5	0.834434687974317	0.933188670870375	PBX1
chr1:clu_14544_+	Success	8.63989856391709	9	0.0445104701032606	0.150011211378463	PBX1
chr1:clu_14545_+	Success	25.3860118091397	5	9.63054045690843e-10	4.33876193795958e-08	MGST3
chr1:clu_14546_+	Success	1.39160463922235	2	0.248675949124983	0.456048479799382	UCK2
chr1:clu_14547_+	Success	11.0384625874576	7	0.00246398383271511	0.0178760378446492	UCK2
chr1:clu_14548_+	Success	0.880306769253366	1	0.184548006723326	0.379818369003927	POGK
chr1:clu_14549_+	Success	2.95229882749481	3	0.116345142287196	0.283138568494499	POGK
chr1:clu_14550_+	Success	2.32070188867806	1	0.0312094636527663	0.117377673587423	POGK
chr1:clu_14551_+	Success	0.261689484315696	1	0.469403858511045	0.672244213975148	POGK
chr1:clu_14552_+	Success	1.88217141879977	3	0.288060988379885	0.499902714589159	POU2F1
chr1:clu_14553_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AL359962.3
chr1:clu_14554_+	Success	1.83505629317369	7	0.816892688563058	0.923026119928875	MPZL1
chr1:clu_14555_+	Success	7.16898372066498	10	0.158126451656873	0.343683550258095	DCAF6
chr1:clu_14556_+	Success	2.88967414949195	1	0.0162155526828165	0.0734301128137232	DCAF6
chr1:clu_14557_+	Success	5.33293522267195	9	0.299308726320851	0.511068028365723	DCAF6
chr1:clu_14558_+	Success	0.102213177873864	1	0.651171493878847	0.812713042830492	DCAF6
chr1:clu_14559_+	Success	6.96342417969936	3	0.00300643463781807	0.0208378818547967	DCAF6
chr1:clu_14560_+	Success	0.676668830481049	1	0.244695468906152	0.451753085761346	TIPRL
chr1:clu_14561_+	Success	0.301247152391056	1	0.437627915260843	0.645474437471692	TIPRL
chr1:clu_14562_+	Success	0.80417833381216	4	0.807289400371308	0.916386037655089	SFT2D2
chr1:clu_14563_+	Not enough valid samples	NA	NA	NA	NA	TBX19
chr1:clu_14564_+	Success	0.356721321988516	1	0.398303301126939	0.609886438159282	BLZF1
chr1:clu_14565_+	Success	0.0514460985505139	1	0.748386108152019	0.879191510263649	BLZF1
chr1:clu_14566_+	Success	6.36115722603427	2	0.00172736660118868	0.0135557594387199	BLZF1
chr1:clu_14567_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_14568_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C1orf112
chr1:clu_14569_+	Success	5.00265829364071	2	0.00672005934328085	0.0383706857008555	C1orf112
chr1:clu_14570_+	Not enough valid samples	NA	NA	NA	NA	C1orf112
chr1:clu_14571_+	Success	14.946012199438	12	0.00289884061881411	0.0202766706481537	GORAB
chr1:clu_14572_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_14573_+	Success	-0.105208047869382	3	1	1	PRRX1
chr1:clu_14574_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MROH9
chr1:clu_14575_+	Success	0.0102119829745106	1	0.886359332503381	0.965438256969099	FMO3
chr1:clu_14576_+	Success	1.05883741709113	1	0.145607454221142	0.326822373038501	FMO3
chr1:clu_14577_+	Success	0.975154504436432	4	0.744898077230207	0.876959699786718	FMO3
chr1:clu_14578_+	Success	1.60917475979659	4	0.521972292273212	0.714606536536303	FMO2
chr1:clu_14579_+	Success	3.33453100617771	4	0.154444944947615	0.338881408010548	FMO2
chr1:clu_14580_+	Success	1.43556351019561	2	0.237981221378255	0.443917968755905	FMO2
chr1:clu_14581_+	Success	47.9510879231821	4	7.32604297637952e-20	1.24647945045453e-17	FMO1
chr1:clu_14582_+	Success	8.94012953078709	5	0.00310027813797488	0.0213237204284837	FMO1
chr1:clu_14583_+	Success	0.199294799971995	2	0.819308325656145	0.924606697203879	FMO4
chr1:clu_14584_+	Success	-0.0456446457642414	3	1	1	FMO4
chr1:clu_14585_+	Not enough valid samples	NA	NA	NA	NA	FMO4
chr1:clu_14586_+	Success	0.209915191520849	3	0.936116214480215	0.994129597541116	PRRC2C
chr1:clu_14587_+	Success	0.391677965423469	1	0.376116737942168	0.588506877491372	PRRC2C
chr1:clu_14588_+	Success	0.50757566808079	1	0.313671893271776	0.525640342104164	PRRC2C
chr1:clu_14589_+	Success	3.76867101158132	2	0.0230827195787771	0.0953443893551579	PRRC2C
chr1:clu_14590_+	Success	0.136028232628178	1	0.601955602296815	0.777255039648774	PRRC2C
chr1:clu_14591_+	Success	2.60552240455581	4	0.266320253672331	0.476415522298352	PRRC2C
chr1:clu_14592_+	Success	7.17197064011998	7	0.045391442738601	0.151987446758048	PRRC2C
chr1:clu_14593_+	Success	7.04931976487842	2	0.000867999200073707	0.00791467799679523	EEF1AKNMT
chr1:clu_14594_+	Success	1.3125399920682	5	0.757551078932324	0.885179410477013	EEF1AKNMT
chr1:clu_14595_+	Success	3.38379067828799	1	0.00928285542467011	0.0483895504697438	EEF1AKNMT
chr1:clu_14596_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DNM3
chr1:clu_14597_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DNM3
chr1:clu_14598_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DNM3
chr1:clu_14599_+	Success	3.61240555438781	4	0.124474298611442	0.295894722776769	SUCO
chr1:clu_14600_+	Success	0.866831151803126	2	0.420281248804379	0.629762322832514	SUCO
chr1:clu_14601_+	Success	0.172626881550968	2	0.841451517364665	0.937365385733215	SUCO
chr1:clu_14602_+	Success	1.69941058309814	5	0.638749468466697	0.803637478282105	SUCO
chr1:clu_14603_+	Success	13.0953994694792	7	0.000465617601227074	0.00477515556603091	KLHL20
chr1:clu_14604_+	Success	5.19938587739307	8	0.238144902100827	0.444197386640572	KLHL20
chr1:clu_14605_+	Success	5.64819367248128	2	0.00352387630422744	0.0235369036006104	DARS2
chr1:clu_14606_+	Success	2.86346991662867	8	0.677787948588593	0.831647853563406	DARS2
chr1:clu_14607_+	Success	0.277841252152029	4	0.967858751953842	1	ZBTB37
chr1:clu_14608_+	Success	1.19072368404977	3	0.497097532802381	0.69471388039141	ZBTB37
chr1:clu_14609_+	Success	2.88259413347703	2	0.0559893304836628	0.175209430912247	RABGAP1L
chr1:clu_14610_+	Success	2.3392729214504	1	0.0305415913366526	0.115632638815029	RABGAP1L
chr1:clu_14611_+	Success	3.26170868009009	1	0.0106463241215215	0.0536796925717382	RABGAP1L
chr1:clu_14612_+	Success	2.25879660535907	1	0.0335479934341682	0.123827418143148	RABGAP1L
chr1:clu_14613_+	Success	0.68540468856645	1	0.24167287019959	0.448138556468075	RABGAP1L
chr1:clu_14614_+	Success	0.211138564724536	1	0.515802982433699	0.709908781855632	RABGAP1L
chr1:clu_14615_+	Success	1.22580983789163	1	0.117403669726297	0.284703552058826	RABGAP1L
chr1:clu_14616_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RABGAP1L
chr1:clu_14617_+	Success	3.10767210018685	1	0.0126647726600386	0.0611714652275933	RABGAP1L
chr1:clu_14618_+	Not enough valid samples	NA	NA	NA	NA	RABGAP1L
chr1:clu_14619_+	Success	13.5752335078141	2	1.27160139888239e-06	2.99739970125653e-05	CACYBP
chr1:clu_14620_+	Success	0.0427285753803517	1	0.770033902533522	0.89282800181672	CACYBP
