cluster_id	annotation	chr	start	end	strand	deltapsi	p.adjust	transcript_ids	min_intron_number	mode_intron_number	gene	biotype	genes_in_cluster	is_first_intron	condition	conditions	num_introns
clu_15599_+	gencode	chrX	135347472	135349110	+	0.155398151180598	0.0150583126527109	ENST00000339249.5	2	2	ZNF449	protein_coding	ZNF449	FALSE	beige	beige	1
clu_15609_+	gencode	chrX	136147628	136169907	+	-0.183506303528909	0.00211064967559577	ENST00000652457.1,ENST00000394155.8,ENST00000651929.2,ENST00000618438.4	1	1	FHL1	protein_coding	FHL1	TRUE	white	beige&white	2
clu_15609_+	gencode	chrX	136169733	136169907	+	0.1944502046331	0.00211064967559577	ENST00000394153.6,ENST00000456445.5	1	1	FHL1	protein_coding	FHL1	TRUE	beige	beige&white	2
clu_15610_+	gencode	chrX	136204939	136206407	+	0.272422975759059	8.76422223781018e-56	ENST00000477080.1,ENST00000370674.3	1	1	FHL1	retained_intron,protein_coding	FHL1	TRUE	beige	beige&white	2
clu_15610_+	gencode	chrX	136197134	136206407	+	-0.353878187068938	8.76422223781018e-56	ENST00000370683.6,ENST00000477204.5,ENST00000370676.7	1	1	FHL1	protein_coding,retained_intron	FHL1	TRUE	white	beige&white	2
clu_15646_+	gencode	chrX	150699300	150718625	+	-0.160122106905223	1.49341320911522e-06	ENST00000542156.5,ENST00000370390.7,ENST00000485376.5	2	2	MTMR1	protein_coding,nonsense_mediated_decay	MTMR1	FALSE	white	white	1
clu_1587_-	gencode	chr11	63764598	63764868	-	0.118906214952009	0.00277044248452429	ENST00000433688.2,ENST00000445014.3	3	3	C11orf95	protein_coding	C11orf95	FALSE	beige	beige	1
clu_16031_+	gencode	chr22	38202212	38213823	+	-0.22117521208019	1.47576306117794e-05	ENST00000338483.7	1	1	MAFF	protein_coding	MAFF	TRUE	white	beige&white	2
clu_16031_+	gencode	chr22	38213706	38213823	+	0.217481948064781	1.47576306117794e-05	ENST00000407965.1	1	1	MAFF	protein_coding	MAFF	TRUE	beige	beige&white	2
clu_16058_+	gencode	chr22	40178140	40246015	+	0.108674031739413	0.0202135228970431	ENST00000454349.7,ENST00000489500.1,ENST00000335727.13	1	1	TNRC6B	protein_coding,retained_intron	TNRC6B	TRUE	beige	beige&white	2
clu_16058_+	gencode	chr22	40156182	40246015	+	-0.108674031739413	0.0202135228970431	ENST00000402203.5,ENST00000301923.13	4	4	TNRC6B	protein_coding	TNRC6B	FALSE	white	beige&white	2
clu_16094_+	gencode	chr22	41387668	41394096	+	-0.100211956067506	2.79127537321667e-07	ENST00000406644.7,ENST00000413942.1,ENST00000266304.9	2	2	TEF	protein_coding	TEF	FALSE	white	white	1
clu_16186_+	gencode	chr22	50190648	50193027	+	-0.108201996042176	1.43398761180804e-05	ENST00000395827.5	1	1	TRABD	protein_coding	TRABD	TRUE	white	beige&white	2
clu_16186_+	gencode	chr22	50185976	50193027	+	0.117373784606736	1.43398761180804e-05	ENST00000380909.8	1	1	TRABD	protein_coding	TRABD	TRUE	beige	beige&white	2
clu_16190_+	gencode	chr22	50201590	50206317	+	0.108234203010125	0.0166371661674551	ENST00000380903.7,ENST00000611222.1	1	1	SELENOO	protein_coding	SELENOO	TRUE	beige	beige	1
clu_16195_+	refseq	chr22	50330995	50372020	+	0.129074122313512	0.000101199410999924	rna-XM_047441654.1	1	1	PPP6R2	NA	PPP6R2	TRUE	beige	beige&white	2
clu_16195_+	gencode	chr22	50343550	50372020	+	-0.120951605769327	0.000101199410999924	ENST00000395741.7,ENST00000395744.7,ENST00000612753.5,ENST00000359139.7	1	1	PPP6R2	protein_coding	PPP6R2	TRUE	white	beige&white	2
clu_16295_-	gencode	chr14	23143204	23154259	-	-0.128070614965221	5.46764366417552e-12	ENST00000528860.5,ENST00000422941.6,ENST00000453702.5	1	1	SLC7A8	nonsense_mediated_decay,protein_coding	SLC7A8	TRUE	white	white	1
clu_16369_-	gencode	chr14	31453344	31457029	-	-0.108389941586463	0.000400144385538319	ENST00000547760.1,ENST00000549850.1	1	1	AL139353.1,DTD2	nonsense_mediated_decay	AL139353.1,DTD2	TRUE	white	beige&white	2
clu_16369_-	gencode	chr14	31453344	31457283	-	0.108389941586463	0.000400144385538319	ENST00000310850.9,ENST00000549185.5,ENST00000356180.4,ENST00000547378.1	1	1	DTD2,AL139353.1	protein_coding,nonsense_mediated_decay	AL139353.1,DTD2	TRUE	beige	beige&white	2
clu_16455_-	fantom_cat	chr14	50359149	50363845	-	-0.17325608609351	9.21473457752985e-07	FTMT25300017777.1,HBMT00000446006.1,FTMT25300007290.1	1	1	ENSG00000100490.5	NA	CDKL1	TRUE	white	beige&white	2
clu_16455_-	gencode	chr14	50359149	50395701	-	0.180493766314402	9.21473457752985e-07	ENST00000395834.5,ENST00000216378.2,ENST00000531052.1	1	1	CDKL1	protein_coding,lncRNA	CDKL1	TRUE	beige	beige&white	2
clu_1646_-	gencode	chr11	65377076	65379376	-	0.102085155910955	1.16116760769019e-07	ENST00000294187.10,ENST00000527174.5,ENST00000534028.5,ENST00000398802.5,ENST00000526898.5,ENST00000530936.1,ENST00000526259.5	3	4	SLC25A45	protein_coding,nonsense_mediated_decay	SLC25A45	FALSE	beige	beige	1
clu_1647_-	gencode	chr11	65381969	65382486	-	0.133842487675115	6.56020829381328e-15	ENST00000530936.1,ENST00000533629.5,ENST00000524438.5,ENST00000398802.5,ENST00000529431.1,ENST00000526898.5,ENST00000529962.5	1	1	SLC25A45	protein_coding,nonsense_mediated_decay,retained_intron	SLC25A45	TRUE	beige	beige&white	2
clu_1647_-	gencode	chr11	65380175	65381915	-	-0.150232091025493	6.56020829381328e-15	ENST00000530936.1,ENST00000527174.5,ENST00000526432.5,ENST00000534028.5,ENST00000398802.5	1	1	SLC25A45	protein_coding	SLC25A45	TRUE	white	beige&white	2
clu_16521_-	gencode	chr14	55577379	55578606	-	0.117475598093932	0.00464640218989781	ENST00000663686.1,ENST00000335142.5	2	2	KTN1-AS1	lncRNA	KTN1-AS1	FALSE	beige	beige&white	2
clu_16521_-	gencode	chr14	55561163	55578606	-	-0.117475598093932	0.00464640218989781	ENST00000554558.6,ENST00000663990.1,ENST00000412224.6,ENST00000653613.1	2	2	KTN1-AS1	lncRNA	KTN1-AS1	FALSE	white	beige&white	2
clu_16711_-	gencode	chr14	90593626	90610742	-	0.221927129418533	1.38004524988812e-13	ENST00000555894.5,ENST00000328459.11	2	2	TTC7B	protein_coding	TTC7B	FALSE	beige	beige&white	3
clu_16711_-	gencode	chr14	90593626	90603253	-	-0.110911993046503	1.38004524988812e-13	ENST00000554654.5,ENST00000553972.5,ENST00000557292.1	3	3	TTC7B	lncRNA,protein_coding	TTC7B	FALSE	white	beige&white	3
clu_16711_-	gencode	chr14	90603303	90610742	-	-0.117029204450434	1.38004524988812e-13	ENST00000553972.5,ENST00000554654.5	3	3	TTC7B	protein_coding,lncRNA	TTC7B	FALSE	white	beige&white	3
clu_16766_-	fantom_cat	chr14	95475835	95481608	-	0.103391469182571	5.53975708055786e-42	FTMT25300047673.1	1	1	ENSG00000176438.8	NA	SNHG10	TRUE	beige	beige&white	2
clu_16766_-	refseq	chr14	95475835	95516596	-	-0.219345631252242	5.53975708055786e-42	rna-NM_001384284.1,rna-NM_001363692.2,rna-NM_152592.6,rna-NM_001384281.1	1	1	SYNE3	NA	SNHG10	TRUE	white	beige&white	2
clu_16767_-	gencode	chr14	95533061	95534593	-	0.125351948599825	0.000116681957047625	ENST00000553559.1,ENST00000660378.1	1	1	SNHG10	lncRNA	SNHG10	TRUE	beige	beige&white	2
clu_16767_-	gencode	chr14	95533061	95533693	-	-0.110428986843973	0.000116681957047625	ENST00000667310.1,ENST00000667668.1,ENST00000554169.1	1	1	SNHG10	lncRNA	SNHG10	TRUE	white	beige&white	2
clu_16782_-	gencode	chr14	102233789	102250812	-	0.103061893750086	1.29174697225267e-09	ENST00000361847.7,ENST00000523485.5,ENST00000521388.5,ENST00000518686.5,ENST00000519569.5,ENST00000559838.5,ENST00000524214.5,ENST00000522874.5,ENST00000562292.5,ENST00000521766.5	2	6	MOK	protein_coding,retained_intron,nonsense_mediated_decay	MOK	FALSE	beige	beige	1
clu_16829_+	gencode	chr9	504754	676890	+	-0.185814193820878	1.73401491906378e-08	ENST00000489369.5,ENST00000382297.6,ENST00000354485.5	1	1	KANK1	lncRNA,protein_coding,retained_intron	KANK1	TRUE	white	beige&white	2
clu_16829_+	refseq	chr9	653409	676890	+	0.215491651979625	1.73401491906378e-08	rna-XM_047423063.1,rna-XM_024447467.2	1	1	KANK1	NA	KANK1	TRUE	beige	beige&white	2
clu_16830_+	refseq	chr9	693786	710804	+	-0.137374534425556	1.09982595627924e-39	rna-NM_001354339.2,rna-NM_001354337.2,rna-NM_001354338.2	1	1	KANK1	NA	KANK1	TRUE	white	beige&white	2
clu_16830_+	refseq	chr9	686921	710804	+	0.129140687763315	1.09982595627924e-39	rna-NM_001354336.2,rna-NM_001354335.2	1	1	KANK1	NA	KANK1	TRUE	beige	beige&white	2
clu_16944_+	cryptic	chr9	22658602	22674443	+	0.157476086076596	1.2288973178892e-08	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_16944_+	gencode	chr9	22646296	22674443	+	-0.207868265794126	1.2288973178892e-08	ENST00000436786.1	1	1	LINC01239	lncRNA	LINC01239	TRUE	white	beige&white	2
clu_16946_+	cryptic	chr9	22723430	22767175	+	-0.102060237527371	0.000149473583285157	Unknown	NA	NA	NA	Unknown	NA	NA	white	white	1
clu_1700_-	gencode	chr11	66872159	66907821	-	0.158686239266054	8.71503599712057e-104	ENST00000393955.6	1	1	PC	protein_coding	PC	TRUE	beige	beige	1
clu_17052_+	gencode	chr9	41011730	41032834	+	0.107793814690024	0.000329376218584477	ENST00000611606.4	4	4	FRG1HP	lncRNA	FRG1HP	FALSE	beige	beige	1
clu_17065_+	refseq	chr9	63126236	63127334	+	-0.117622205611053	4.03988737233939e-31	rna-XR_001746483.2,rna-XR_007061524.1,rna-XR_001746481.3,rna-XR_001746480.2,rna-XR_001746478.3,rna-XR_001746482.2	1	1	LOC105379814	NA	AQP7P4	TRUE	white	white	1
clu_17070_+	fantom_cat	chr9	65196570	65198301	+	-0.101095084360398	1.93530655942593e-16	FTMT23500047208.1	1	1	CATG00000105473.1	NA	AL445665.1,FO082814.1	TRUE	white	white	2
clu_17070_+	fantom_cat	chr9	65198471	65199335	+	-0.106254119533786	1.93530655942593e-16	FTMT23500047208.1	2	2	CATG00000105473.1	NA	AL445665.1,FO082814.1	FALSE	white	white	2
clu_17083_+	cryptic	chr9	66270267	66284501	+	0.111384776552338	0.000504645910135101	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_17083_+	cryptic	chr9	66312810	66316006	+	-0.118589413775445	0.000504645910135101	Unknown	NA	NA	NA	Unknown	NA	NA	white	beige&white	2
clu_17336_+	gencode	chr9	113536918	113583450	+	0.125158733155131	5.36589881838153e-20	ENST00000374140.6,ENST00000462143.5,ENST00000496113.1,ENST00000478599.5,ENST00000343817.9,ENST00000350696.9	1	1	RGS3	protein_coding,retained_intron	RGS3	TRUE	beige	beige	1
clu_17337_+	gencode	chr9	113591397	113594430	+	0.128803036965991	4.27578847734532e-11	ENST00000478599.5,ENST00000467805.6,ENST00000487344.1,ENST00000462143.5,ENST00000394646.7,ENST00000374140.6,ENST00000343817.9,ENST00000350696.9,ENST00000374134.7	2	4	RGS3	retained_intron,protein_coding	RGS3	FALSE	beige	beige&white	2
clu_17337_+	gencode	chr9	113594338	113594430	+	-0.128803036965991	4.27578847734532e-11	ENST00000613049.4,ENST00000620489.1,ENST00000462403.5	1	1	RGS3	protein_coding	RGS3	TRUE	white	beige&white	2
clu_17460_+	gencode	chr9	127803404	127804285	+	-0.131729758551527	1.50457766340536e-10	ENST00000423577.1,ENST00000373225.7,ENST00000431857.5	1	1	FPGS	protein_coding	FPGS	TRUE	white	beige&white	2
clu_17460_+	gencode	chr9	127803062	127804285	+	0.14617700879544	1.50457766340536e-10	ENST00000475765.5,ENST00000373247.7,ENST00000393706.6,ENST00000373228.5,ENST00000488307.5,ENST00000630236.2,ENST00000460181.5	1	1	FPGS	lncRNA,protein_coding	FPGS	TRUE	beige	beige&white	2
clu_17535_+	gencode	chr9	129068975	129069076	+	-0.187358724890413	9.40107828824043e-05	ENST00000492279.1,ENST00000439290.5	1	1	MIGA2	retained_intron,nonsense_mediated_decay	MIGA2	TRUE	white	beige&white	2
clu_17535_+	gencode	chr9	129068332	129069076	+	0.184146491839629	9.40107828824043e-05	ENST00000358369.8,ENST00000445183.5,ENST00000414342.1	4	4	MIGA2	protein_coding,nonsense_mediated_decay	MIGA2	FALSE	beige	beige&white	2
clu_17541_+	gencode	chr9	129137692	129142445	+	0.111364537975503	1.53070269366552e-11	ENST00000358994.8,ENST00000337738.5,ENST00000393370.6,ENST00000348141.9,ENST00000355007.7,ENST00000357197.8,ENST00000417728.5,ENST00000452489.6,ENST00000411917.1	2	8	PTPA	protein_coding	PTPA	FALSE	beige	beige	1
clu_17604_+	gencode	chr9	132879014	132883911	+	-0.14154937410161	0.000493748577929824	ENST00000356311.10,ENST00000350499.6	1	1	SPACA9	protein_coding	SPACA9	TRUE	white	beige&white	2
clu_17604_+	gencode	chr9	132878436	132883911	+	0.139154217844543	0.000493748577929824	ENST00000372136.7	1	1	SPACA9	protein_coding	SPACA9	TRUE	beige	beige&white	2
clu_17869_-	gencode	chr13	41254620	41260493	-	0.121293216924423	2.92027690600867e-07	ENST00000379477.5,ENST00000452359.5,ENST00000480434.5,ENST00000379480.9	1	1	MTRF1	protein_coding	MTRF1	TRUE	beige	beige	1
clu_17891_-	gencode	chr13	44436095	44573163	-	-0.102570131535345	5.71886453945344e-26	ENST00000458659.3	1	1	TSC22D1	protein_coding	TSC22D1	TRUE	white	beige&white	2
clu_17891_-	gencode	chr13	44436095	44436504	-	0.133851726595731	5.71886453945344e-26	ENST00000487881.2,ENST00000261489.6	1	1	TSC22D1	lncRNA,protein_coding	TSC22D1	TRUE	beige	beige&white	2
clu_18227_+	gencode	chr3	12289134	12312380	+	-0.162934985512433	5.20256219202535e-89	ENST00000397026.7,ENST00000651735.1,ENST00000652431.1,ENST00000652098.1,ENST00000397012.7,ENST00000497594.5	1	1	PPARG	protein_coding,retained_intron	PPARG	TRUE	white	beige&white	2
clu_18227_+	gencode	chr3	12351674	12379704	+	0.199775907764804	5.20256219202535e-89	ENST00000287820.10,ENST00000477039.5	1	1	PPARG	protein_coding,retained_intron	PPARG	TRUE	beige	beige&white	2
clu_18245_+	gencode	chr3	14416453	14443624	+	-0.269165064602323	3.11250457953483e-12	ENST00000613930.4,ENST00000622176.4,ENST00000610642.4,ENST00000622186.4,ENST00000621751.4,ENST00000649500.1	2	2	SLC6A6	retained_intron,nonsense_mediated_decay,protein_coding	SLC6A6	FALSE	white	beige&white	2
clu_18245_+	gencode	chr3	14432787	14443624	+	0.26689657362623	3.11250457953483e-12	ENST00000452775.1	1	1	SLC6A6	protein_coding	SLC6A6	TRUE	beige	beige&white	2
clu_18312_+	refseq	chr3	32305567	32357373	+	0.164005068841984	0.00420036271481432	rna-XM_047447513.1	1	1	CMTM8	NA	CMTM8	TRUE	beige	beige&white	2
clu_18312_+	gencode	chr3	32239119	32357373	+	-0.164005068841984	0.00420036271481432	ENST00000307526.4	1	1	CMTM8	protein_coding	CMTM8	TRUE	white	beige&white	2
clu_18401_+	gencode	chr3	42621516	42630546	+	0.113625468822339	0.00140120973379486	ENST00000232978.13,ENST00000465584.5	1	1	NKTR	protein_coding,retained_intron	NKTR	TRUE	beige	beige	1
clu_18406_+	refseq	chr3	42654695	42658275	+	0.139500246484031	0.00036768824661382	rna-NM_001410746.1	1	1	ZBTB47	NA	ZBTB47	TRUE	beige	beige	1
clu_18517_+	refseq	chr3	49803363	49804181	+	-0.179246013432068	0.0204771578503562	rna-NM_001366281.1	1	1	INKA1	NA	INKA1	TRUE	white	beige&white	2
clu_18517_+	gencode	chr3	49803443	49804181	+	0.192415869459295	0.0204771578503562	ENST00000333323.6,ENST00000652560.1	1	1	INKA1	protein_coding	INKA1	TRUE	beige	beige&white	2
clu_18550_+	gencode	chr3	51943046	51943349	+	-0.14162662791921	2.7318692598763e-20	ENST00000470601.5,ENST00000417220.6	1	1	PARP3	retained_intron,protein_coding	PARP3	TRUE	white	beige&white	2
clu_18550_+	gencode	chr3	51942708	51943354	+	0.110069694631449	2.7318692598763e-20	ENST00000398755.7	1	1	PARP3	protein_coding	PARP3	TRUE	beige	beige&white	2
clu_18569_+	gencode	chr3	52287876	52290960	+	-0.341648764605541	4.46577081636245e-30	ENST00000471180.5	1	1	GLYCTK	protein_coding	GLYCTK	TRUE	white	beige&white	2
clu_18569_+	gencode	chr3	52290719	52290960	+	0.356157313019767	4.46577081636245e-30	ENST00000305690.12,ENST00000486393.5,ENST00000489173.1,ENST00000477382.1,ENST00000473583.1,ENST00000436784.7,ENST00000473032.5	1	2	GLYCTK	protein_coding,nonsense_mediated_decay,retained_intron	GLYCTK	TRUE	beige	beige&white	2
clu_18819_+	gencode	chr3	126289853	126290953	+	0.225813863372686	4.40381850104179e-10	ENST00000654226.1	1	1	AC016924.1	lncRNA	AC016924.1	TRUE	beige	beige	1
clu_18910_+	gencode	chr3	136928227	136945583	+	0.127949493836262	0.000233272515650107	ENST00000485096.5,ENST00000491539.5,ENST00000288986.6,ENST00000481752.6,ENST00000496489.5,ENST00000488930.5	1	2	NCK1	protein_coding	NCK1	TRUE	beige	beige&white	2
clu_18910_+	gencode	chr3	136930594	136945583	+	-0.127949493836262	0.000233272515650107	ENST00000467911.1,ENST00000469404.1	1	1	NCK1	protein_coding	NCK1	TRUE	white	beige&white	2
clu_18937_+	gencode	chr3	140963227	140970927	+	0.119652414413381	3.2898818211831e-09	ENST00000513887.5,ENST00000446041.6,ENST00000453248.6,ENST00000324194.11	3	3	SLC25A36	protein_coding	SLC25A36	FALSE	beige	beige	1
clu_18942_+	gencode	chr3	141402449	141403927	+	0.129798927586822	1.14073497971584e-13	ENST00000504673.5,ENST00000510338.5	1	1	ZBTB38	protein_coding	ZBTB38	TRUE	beige	beige	1
clu_18945_+	gencode	chr3	141586752	141607678	+	-0.10447146407205	0.00324640501296882	ENST00000286364.8,ENST00000509032.5,ENST00000509118.5	5	5	RASA2	protein_coding,lncRNA	RASA2	FALSE	white	beige&white	2
clu_18945_+	refseq	chr3	141586755	141607678	+	0.10447146407205	0.00324640501296882	rna-NM_001303245.3,rna-XM_024453691.2,rna-XM_011513059.3	19	19	RASA2	NA	RASA2	FALSE	beige	beige&white	2
clu_19049_+	gencode	chr3	172039771	172112452	+	0.105701808159677	9.90576031067671e-08	ENST00000421757.5,ENST00000469491.5,ENST00000415807.7	1	1	FNDC3B	protein_coding,retained_intron	FNDC3B	TRUE	beige	beige	1
clu_1917_-	fantom_cat	chr11	86955007	86955814	-	0.172948942338103	1.91283546166466e-07	FTMT24100026942.1	1	1	ENSG00000174804.3	NA	Unknown	TRUE	beige	beige&white	2
clu_1917_-	fantom_cat	chr11	86955007	86956152	-	-0.176562844102007	1.91283546166466e-07	ENCT00000081670.1,HBMT00000255099.1,HBMT00000255102.1,FTMT24100024604.1,HBMT00000255100.1	1	1	ENSG00000174804.3	NA	Unknown	TRUE	white	beige&white	2
clu_19197_+	gencode	chr3	193618936	193631612	+	-0.13812525172733	6.34272286057029e-18	ENST00000642289.1,ENST00000643329.1,ENST00000644629.1,ENST00000644595.1,ENST00000644959.1,ENST00000645553.1,ENST00000497189.5,ENST00000392436.7,ENST00000392437.6,ENST00000646793.1,ENST00000644841.1,ENST00000646699.1,ENST00000642445.1,ENST00000643737.1,ENST00000361828.7,ENST00000642593.1	1	5	OPA1	nonsense_mediated_decay,protein_coding,retained_intron	OPA1	TRUE	white	white	1
clu_19224_+	gencode	chr3	196712644	196716858	+	0.104238395479065	0.0144988945254138	ENST00000296333.9,ENST00000457284.5,ENST00000392391.7,ENST00000453218.6,ENST00000639474.1,ENST00000421265.5	1	1	PIGX	protein_coding,nonsense_mediated_decay	PIGX	TRUE	beige	beige&white	2
clu_19224_+	gencode	chr3	196713124	196716858	+	-0.104238395479065	0.0144988945254138	ENST00000495440.1,ENST00000451319.1,ENST00000415832.5	1	1	PIGX	lncRNA,protein_coding,nonsense_mediated_decay	PIGX	TRUE	white	beige&white	2
clu_19289_-	gencode	chr17	1495879	1496060	-	-0.137294358048719	8.17410968300153e-21	ENST00000487039.1,ENST00000421807.7,ENST00000350761.9,ENST00000406424.8,ENST00000320345.10	1	1	INPP5K	retained_intron,protein_coding,nonsense_mediated_decay	MYO1C,INPP5K	TRUE	white	white	1
clu_19317_-	gencode	chr17	2188515	2236492	-	0.113276416317547	9.62932182545881e-06	ENST00000536871.6,ENST00000263073.11,ENST00000570659.5,ENST00000575663.5,ENST00000570606.5,ENST00000571442.5,ENST00000570668.1,ENST00000354901.8	2	2	SMG6	protein_coding	SMG6	FALSE	beige	beige	1
clu_19494_-	fantom_cat	chr17	7857198	7883235	-	-0.110670850340763	7.15556371186136e-17	FTMT26500033233.1,HBMT00000619772.1,ENCT00000180634.1,MICT00000141137.1,ENCT00000180633.1,MICT00000141136.1	2	2	ENSG00000183011.9	NA	NAA38	FALSE	white	beige&white	2
clu_19494_-	gencode	chr17	7857198	7857383	-	0.129048670762094	7.15556371186136e-17	ENST00000575071.5,ENST00000575771.5	1	1	NAA38	protein_coding	NAA38	TRUE	beige	beige&white	2
clu_19505_-	gencode	chr17	8162369	8162878	-	0.126658056285494	3.61326108224102e-07	ENST00000498285.1,ENST00000481878.1,ENST00000316509.11	1	1	AC129492.3,VAMP2	protein_coding	VAMP2,AC129492.3,TMEM107	TRUE	beige	beige	1
clu_19554_-	gencode	chr17	15260761	15265154	-	0.117771300822349	2.02190270357915e-30	ENST00000312280.9,ENST00000646419.1,ENST00000471150.2	1	1	PMP22	protein_coding,retained_intron	PMP22	TRUE	beige	beige&white	2
clu_19554_-	gencode	chr17	15260761	15262429	-	-0.129974202185702	2.02190270357915e-30	ENST00000395938.6,ENST00000426385.3,ENST00000395936.6,ENST00000643451.1	1	1	PMP22	protein_coding,nonsense_mediated_decay	PMP22	TRUE	white	beige&white	2
clu_19605_-	gencode	chr17	17577027	17591531	-	-0.429650670046338	4.36025234260265e-104	ENST00000421096.5,ENST00000580147.5,ENST00000461404.1,ENST00000255389.10,ENST00000395781.6	1	1	PEMT	lncRNA,nonsense_mediated_decay,protein_coding	PEMT	TRUE	white	beige&white	2
clu_19605_-	refseq	chr17	17577027	17577107	-	0.191809257039401	4.36025234260265e-104	rna-XM_006721418.5	1	1	PEMT	NA	PEMT	TRUE	beige	beige&white	2
clu_19613_-	gencode	chr17	17850952	17861476	-	-0.14358798244649	9.12090583023537e-11	ENST00000478943.5,ENST00000395739.8,ENST00000318094.14,ENST00000581396.5,ENST00000379504.7	6	11	TOM1L2	protein_coding	TOM1L2	FALSE	white	white	1
clu_19704_-	gencode	chr17	28725563	28726756	-	0.166178439193163	0.00241432416028206	ENST00000394933.7	1	1	TLCD1	protein_coding	TLCD1	TRUE	beige	beige&white	2
clu_19704_-	gencode	chr17	28725563	28725904	-	-0.117678792313375	0.00241432416028206	ENST00000292090.8	1	1	TLCD1	protein_coding	TLCD1	TRUE	white	beige&white	2
clu_19766_-	gencode	chr17	34959650	34961257	-	0.112804034757881	0.000328171151326699	ENST00000421975.7,ENST00000436961.7,ENST00000314144.10	1	1	CCT6B	protein_coding	CCT6B	TRUE	beige	beige	1
clu_19834_-	gencode	chr17	38202334	38202736	-	-0.120007885210961	0.0113511477393958	ENST00000620148.2	6	6	AC244154.1	transcribed_unprocessed_pseudogene	AC244154.1	FALSE	white	beige&white	2
clu_19834_-	gencode	chr17	38202334	38202781	-	0.120007885210961	0.0113511477393958	ENST00000649858.1	6	6	AC244154.1	lncRNA	AC244154.1	FALSE	beige	beige&white	2
clu_19881_-	gencode	chr17	39912497	39917082	-	-0.110381115938502	1.42975185233654e-05	ENST00000418519.5,ENST00000394175.6,ENST00000394179.5,ENST00000477054.6,ENST00000360317.7,ENST00000522564.5,ENST00000520542.5,ENST00000524039.5,ENST00000523371.5,ENST00000464556.1,ENST00000309481.11	1	1	GSDMB	protein_coding,retained_intron,nonsense_mediated_decay	GSDMB	TRUE	white	beige&white	2
clu_19881_-	cryptic	chr17	39912497	39915367	-	0.110381115938501	1.42975185233654e-05	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	2
clu_1992_-	gencode	chr11	107815965	107858658	-	0.110613377250744	0.0199095040762108	ENST00000525071.5,ENST00000532513.2,ENST00000525815.6	1	1	SLC35F2	protein_coding,nonsense_mediated_decay	SLC35F2	TRUE	beige	beige&white	2
clu_1992_-	gencode	chr11	107811794	107815790	-	-0.104304495608745	0.0199095040762108	ENST00000525815.6,ENST00000525071.5,ENST00000524991.1,ENST00000375682.8,ENST00000532513.2	2	2	SLC35F2	protein_coding,nonsense_mediated_decay	SLC35F2	FALSE	white	beige&white	2
clu_20069_-	fantom_cat	chr17	47488955	47490166	-	0.186061019793731	3.7412461992584e-05	ENCT00000184790.1	3	3	ENSG00000228782.3	NA	MRPL45P2	FALSE	beige	beige&white	2
clu_20069_-	gencode	chr17	47483090	47490166	-	-0.172299774012265	3.7412461992584e-05	ENST00000425159.7,ENST00000573318.1,ENST00000572695.5	1	3	MRPL45P2	lncRNA,transcribed_unprocessed_pseudogene	MRPL45P2	TRUE	white	beige&white	2
clu_20079_-	cryptic	chr17	47918571	47938571	-	0.145155063460926	1.4871463187138e-15	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige	1
clu_20089_-	gencode	chr17	48577020	48577863	-	0.226611240408519	1.88332088024286e-12	ENST00000332503.6	1	1	HOXB4	protein_coding	HOXB3,HOXB4,HOXB6	TRUE	beige	beige	1
clu_20091_-	fantom_cat	chr17	48592456	48592568	-	-0.115633969434372	0.0357794493135511	HBMT00000631061.1	1	1	ENSG00000120075.5	NA	HOXB5	TRUE	white	beige&white	2
clu_20091_-	gencode	chr17	48592456	48593121	-	0.115633969434372	0.0357794493135511	ENST00000239151.5	1	1	HOXB5	protein_coding	HOXB5	TRUE	beige	beige&white	2
clu_2011_-	gencode	chr11	111844723	111845179	-	0.127529145624035	2.03971208056553e-62	ENST00000527294.5	1	1	ALG9	lncRNA	ALG9,AP001781.2	TRUE	beige	beige&white	3
clu_2011_-	gencode	chr11	111844723	111853380	-	-0.383613822559719	2.03971208056553e-62	ENST00000531154.5,ENST00000527714.5,ENST00000616540.5,ENST00000613181.4,ENST00000398006.6,ENST00000614444.4,ENST00000622211.4,ENST00000619129.4	3	8	ALG9,AP001781.2	protein_coding,retained_intron,nonsense_mediated_decay	ALG9,AP001781.2	FALSE	white	beige&white	3
clu_2011_-	cryptic	chr11	111844723	111845565	-	0.134176769589315	2.03971208056553e-62	Unknown	NA	NA	NA	Unknown	NA	NA	beige	beige&white	3
clu_20113_-	gencode	chr17	50864163	50866058	-	-0.299066356710821	1.46450171471733e-14	ENST00000499247.3	1	1	TOB1	protein_coding	TOB1	TRUE	white	beige&white	2
clu_20113_-	gencode	chr17	50864163	50867494	-	0.294340134252437	1.46450171471733e-14	ENST00000268957.3	2	2	TOB1	protein_coding	TOB1	FALSE	beige	beige&white	2
clu_20248_-	gencode	chr17	64353518	64354933	-	0.107849659541713	0.0206839145430866	ENST00000563924.6	9	9	PECAM1	protein_coding	PECAM1	FALSE	beige	beige	1
clu_20306_-	gencode	chr17	67992103	67993044	-	0.120509427532303	0.00109612357947466	ENST00000580729.2,ENST00000449250.3	2	2	C17orf58	protein_coding	C17orf58	FALSE	beige	beige&white	2
