in_trifid	intron_coords	condition	deltapsi	p.adjust	gene	cluster_id	annotation	mean_trifid_score	mean_norm_score	median_norm_score	transcripts	transcript_names	sig
in_trifid	chr8:106519139:106679210:+	white	-0.181337655105235	3.21205855656878e-06	OXR1	clu_21865_+	gencode	0.5951	0.7469	0.676	ENST00000517566,ENST00000531443,ENST00000442977	OXR1-209,OXR1-215,OXR1-205	sig_white
in_trifid	chr1:17632466:17634835:+	beige	0.18120327682464	1.23569886982429e-15	ARHGEF10L	clu_13235_+	gencode	0.13255	0.21995	0.21995	ENST00000375408,ENST00000167825	ARHGEF10L-203,ARHGEF10L-201	sig_beige
in_trifid	chr12:122835643:122848031:+	white	-0.180072288842253	0.0452328404408527	HIP1R	clu_11418_+	gencode	0.9501	1	1	ENST00000253083	HIP1R-201	sig_white
in_trifid	chr4:53507469:53507986:-	beige	0.177837740977988	7.94177148076972e-05	LNX1	clu_36568_-	gencode	0.665	0.8594	0.8594	ENST00000263925,ENST00000306888	LNX1-201,LNX1-202	sig_beige
in_trifid	chr16:31064481:31073659:-	beige	0.17639873258578	2.01057812724349e-08	ZNF668	clu_24479_-	gencode	0.4602	0.50075	0.50075	ENST00000300849,ENST00000414399	ZNF668-201,ZNF668-203	sig_beige
in_trifid	chr22:17791301:17808844:-	white	-0.175240033662142	1.49273281015017e-08	MICAL3,AC016026.1	clu_585_-	gencode	0.32275	0.51395	0.51395	ENST00000441493,ENST00000672019	MICAL3-206,MICAL3-220	sig_white
in_trifid	chr12:55719223:55719499:+	white	-0.17520841945887	5.16706489410909e-74	BLOC1S1	clu_10876_+	gencode	0.1425	0.2544	0.0088	ENST00000548925,ENST00000547076,ENST00000548556,ENST00000553100	BLOC1S1-203,BLOC1S1-201,BLOC1S1-202,BLOC1S1-206	sig_white
in_trifid	chr10:132245955:132307572:-	beige	0.174924799608752	1.10050822637279e-16	STK32C	clu_38176_-	gencode	0.8086	1	1	ENST00000298630	STK32C-201	sig_beige
in_trifid	chr14:75661387:75663055:+	white	-0.174499001466415	1.15779317729094e-49	TTLL5	clu_33907_+	gencode	0.2528	0.348675	0.19695	ENST00000298832,ENST00000557636,ENST00000556977,ENST00000286650	TTLL5-202,TTLL5-221,TTLL5-219,TTLL5-201	sig_white
in_trifid	chr18:31666372:31684312:-	white	-0.174209959644745	1.4965007538621e-09	B4GALT6	clu_21176_-	gencode	0.51695	0.5187	0.5187	ENST00000306851,ENST00000383131	B4GALT6-202,B4GALT6-203	sig_white
in_trifid	chr2:210189054:210192804:-	beige	0.172178731297502	6.86853555110113e-10	ACADL	clu_12779_-	gencode	0.9654	1	1	ENST00000233710	ACADL-201	sig_beige
in_trifid	chr17:82101866:82127692:-	white	-0.172175048421213	0.000218986073772087	CCDC57	clu_20571_-	gencode	0.114333333333333	0.2286	0.1209	ENST00000665763,ENST00000392347,ENST00000389641	CCDC57-220,CCDC57-206,CCDC57-202	sig_white
in_trifid	chr7:40749497:40860316:+	beige	0.171688245853126	1.08123767410809e-11	SUGCT	clu_40485_+	gencode	0.3033	0.603	0.596	ENST00000335693,ENST00000628514,ENST00000401647	SUGCT-201,SUGCT-209,SUGCT-202	sig_beige
in_trifid	chr1:146960011:146960109:+	white	-0.171643757786598	1.06739076603311e-10	NBPF12	clu_14195_+	gencode	0.0514	0.1028	0.1028	ENST00000579935	NBPF12-202	sig_white
in_trifid	chr2:48530216:48580587:+	white	-0.170991621400793	3.2520741042254e-40	STON1	clu_31216_+	gencode	0.9626	1	1	ENST00000404752	STON1-201	sig_white
in_trifid	chr6:56735289:56843055:-	beige	0.170966811310548	0.000204170136557375	DST	clu_32971_-	gencode	0.167766666666667	0.335533333333333	0.3343	ENST00000421834,ENST00000370788,ENST00000361203	DST-207,DST-206,DST-204	sig_beige
in_trifid	chr6:56735289:56851397:-	white	-0.170966811310547	0.000204170136557375	DST	clu_32971_-	gencode	0.0833	0.166633333333333	0.0685	ENST00000312431,ENST00000520645,ENST00000449297	DST-202,DST-222,DST-209	sig_white
in_trifid	chr10:110008299:110100625:+	beige	0.170616801436038	5.05810678940248e-51	ADD3	clu_30022_+	gencode	0.95875	0.9654	0.9654	ENST00000356080,ENST00000277900	ADD3-202,ADD3-201	sig_beige
in_trifid	chr1:171258219:171267543:+	white	-0.170461021716383	1.14178689555895e-18	FMO1	clu_14581_+	gencode	0.72435	0.75	1	ENST00000354841,ENST00000367750,ENST00000617670,ENST00000469112	FMO1-201,FMO1-202,FMO1-208,FMO1-205	sig_white
in_trifid	chr21:45532148:45534538:-	beige	0.168939645756377	7.22540544668547e-08	SLC19A1	clu_37323_-	gencode	0.0773	0.1392	0.1392	ENST00000485649	SLC19A1-209	sig_beige
in_trifid	chr8:98456000:98526742:-	beige	0.168778440753809	3.61389235482179e-13	STK3	clu_8865_-	gencode	0.5	0.5263	0.5319	ENST00000419617,ENST00000523601,ENST00000617590	STK3-201,STK3-217,STK3-219	sig_beige
in_trifid	chr7:99439185:99444789:+	beige	0.168594474711688	1.42955664382958e-09	CPSF4	clu_40827_+	gencode	0.455675	0.47795	0.4558	ENST00000292476,ENST00000436336,ENST00000451876,ENST00000430038	CPSF4-201,CPSF4-204,CPSF4-207,CPSF4-203	sig_beige
in_trifid	chr3:171738082:171771195:-	white	-0.168105688398563	0.00797886722042561	PLD1	clu_4380_-	gencode	0	0	0	ENST00000418087	PLD1-204	sig_white
in_trifid	chr4:70705294:70762519:+	beige	0.16781813138891	4.20584814100985e-05	RUFY3	clu_39761_+	gencode	0.3018	0.3963	0.3963	ENST00000417478	RUFY3-203	sig_beige
in_trifid	chr11:110093432:110136663:+	beige	0.166366924512177	0.0146676677640521	ZC3H12C	clu_39164_+	gencode	0.7871	1	1	ENST00000278590	ZC3H12C-201	sig_beige
in_trifid	chr15:90873098:90875582:+	beige	0.166140663997651	0.00120749006877086	FURIN	clu_30833_+	gencode	0.957	0.9777	0.9777	ENST00000618099	FURIN-207	sig_beige
in_trifid	chr5:96702915:96722639:+	beige	0.165524192506774	6.40935279035677e-08	CAST	clu_22502_+	gencode	0.0891222222222222	0.178222222222222	0.1563	ENST00000309190,ENST00000509903,ENST00000511782,ENST00000511049,ENST00000395813,ENST00000504465,ENST00000510156,ENST00000508117,ENST00000508197	CAST-201,CAST-228,CAST-236,CAST-234,CAST-207,CAST-213,CAST-230,CAST-220,CAST-221	sig_beige
in_trifid	chr5:96695907:96722639:+	white	-0.165524192506774	6.40935279035677e-08	CAST	clu_22502_+	gencode	0.0591615384615385	0.118323076923077	0.0016	ENST00000508830,ENST00000395812,ENST00000338252,ENST00000341926,ENST00000510756,ENST00000508608,ENST00000505143,ENST00000421689,ENST00000511097,ENST00000506811,ENST00000512620,ENST00000514055,ENST00000514845	CAST-224,CAST-206,CAST-203,CAST-204,CAST-233,CAST-223,CAST-215,CAST-208,CAST-235,CAST-217,CAST-238,CAST-240,CAST-241	sig_white
in_trifid	chr1:240258032:240294822:+	beige	0.165379501215122	6.86853555110113e-10	FMN2	clu_15046_+	gencode	0.34615	0.5	0.5	ENST00000319653,ENST00000441342	FMN2-201,FMN2-202	sig_beige
in_trifid	chr11:36301070:36393846:+	beige	0.165365560054547	1.43239427363627e-14	PRR5L	clu_38490_+	gencode	0.0213	0.0265	0.0265	ENST00000527172	PRR5L-208	sig_beige
in_trifid	chr11:691598:694759:-	beige	0.16528699626807	0.000154900431194438	DEAF1	clu_1114_-	gencode	0.9862	1	1	ENST00000382409	DEAF1-201	sig_beige
in_trifid	chr3:171677694:171687371:-	beige	0.165053416701079	0.00262160571921438	PLD1	clu_4379_-	gencode	0.4793	0.7899	0.7899	ENST00000356327	PLD1-203	sig_beige
in_trifid	chr11:62664973:62667523:-	beige	0.164988684620874	6.75571179684395e-33	LBHD1	clu_1547_-	gencode	0.168025	0.336	0.3895	ENST00000354588,ENST00000532208,ENST00000431002,ENST00000415855	LBHD1-201,LBHD1-210,LBHD1-204,LBHD1-203	sig_beige
in_trifid	chr8:119638527:119673252:-	beige	0.164793526943182	6.40096682834795e-12	ENPP2	clu_8958_-	gencode	0.6602	0.7438	0.7438	ENST00000427067	ENPP2-203	sig_beige
in_trifid	chr1:45997799:46000959:+	white	-0.164233152194489	1.23569886982429e-15	MAST2	clu_13672_+	refseq	0.323005	0.410355	0.32785	XM_047450149,XM_047450116,XM_011541069,XM_047450141,XM_005270656,XM_011541064,XM_047450121,XM_011541063,XM_047450145,XM_011541067,XM_011541061,NM_001324321,XM_005270655,XM_011541059,XM_017000752,XM_017000753,XM_017000755,NM_001324320,XM_047450111,XM_006710477	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	sig_white
in_trifid	chr7:134867804:134928754:+	white	-0.163905245692302	0.00510997616527513	CALD1	clu_41068_+	gencode	0.2648375	0.3955625	0.15095	ENST00000361675,ENST00000361901,ENST00000417172,ENST00000422748,ENST00000436461,ENST00000430085,ENST00000435928,ENST00000454108	CALD1-201,CALD1-202,CALD1-204,CALD1-205,CALD1-209,CALD1-207,CALD1-208,CALD1-212	sig_white
in_trifid	chr7:134891673:134928754:+	beige	0.163905245692302	0.00510997616527513	CALD1	clu_41068_+	gencode	0.119975	0.179175	0.11895	ENST00000424922,ENST00000393118,ENST00000495522,ENST00000443197	CALD1-206,CALD1-203,CALD1-222,CALD1-210	sig_beige
in_trifid	chrX:49282063:49285834:+	beige	0.163064858262554	2.72556212995074e-05	PPP1R3F	clu_15312_+	gencode	0.1671	0.28102	0.0965	ENST00000055335,ENST00000652102,ENST00000495799,ENST00000376188,ENST00000466508	PPP1R3F-201,PPP1R3F-206,PPP1R3F-205,PPP1R3F-202,PPP1R3F-203	sig_beige
in_trifid	chr2:69466551:69505569:-	white	-0.16281163670289	2.71993975779022e-27	AAK1	clu_11994_-	gencode	0.0014	0.0027	0.0027	ENST00000623317	AAK1-212	sig_white
in_trifid	chr11:66872159:66907821:-	beige	0.162364334508669	2.90110267041766e-103	PC	clu_1700_-	gencode	0.9681	1	1	ENST00000393955	PC-201	sig_beige
in_trifid	chr19:12774897:12775405:-	beige	0.16226064036575	1.59524280890207e-28	HOOK2	clu_7381_-	gencode	0.592333333333333	0.617533333333333	0.8522	ENST00000264827,ENST00000397668,ENST00000587178	HOOK2-201,HOOK2-202,HOOK2-207	sig_beige
in_trifid	chr1:33334292:33354401:-	beige	0.162172205371729	8.56054614384514e-09	PHC2	clu_27829_-	gencode	0.3419	0.427533333333333	0.4068	ENST00000257118,ENST00000431992,ENST00000373422	PHC2-201,PHC2-204,PHC2-203	sig_beige
in_trifid	chr3:12289134:12312380:+	white	-0.161903569821521	1.01402769580553e-90	PPARG	clu_18227_+	gencode	0.381725	0.43405	0.4424	ENST00000397026,ENST00000651735,ENST00000652098,ENST00000652431	PPARG-209,PPARG-221,PPARG-223,PPARG-224	sig_white
in_trifid	chr11:111919004:111924326:+	white	-0.161420178751747	3.05878191842422e-19	C11orf52,HSPB2-C11orf52	clu_39178_+	gencode	0.1882	0.334066666666667	0.0022	ENST00000278601,ENST00000529342,ENST00000534100	C11orf52-201,C11orf52-204,HSPB2-C11orf52-202	sig_white
in_trifid	chr10:91163081:91222689:+	white	-0.161391118401201	9.43590156803923e-06	PCGF5	clu_29834_+	gencode	0.9632	0.975	0.975	ENST00000614189	PCGF5-205	sig_white
in_trifid	chr15:55874008:55915284:-	white	-0.16123946685836	1.03598807077408e-08	NEDD4	clu_2513_-	gencode	0.4102	0.564	0.564	ENST00000508342,ENST00000506154	NEDD4-208,NEDD4-205	sig_white
in_trifid	chr15:55874008:55924646:-	beige	0.16123946685836	1.03598807077408e-08	NEDD4	clu_2513_-	gencode	0.243033333333333	0.3342	0.0026	ENST00000435532,ENST00000648451,ENST00000502612	NEDD4-202,NEDD4-213,NEDD4-203	sig_beige
in_trifid	chr6:109002343:109093795:-	beige	0.160550514629925	7.94029048389642e-07	SESN1	clu_33166_-	gencode	0.9751	1	1	ENST00000436639	SESN1-204	sig_beige
in_trifid	chr6:109002343:109009359:-	white	-0.160550514629925	7.94029048389642e-07	SESN1	clu_33166_-	gencode	0.8868	0.9094	0.9094	ENST00000356644	SESN1-202	sig_white
in_trifid	chr5:14420021:14461019:+	beige	0.160447253077124	4.51274317351576e-09	TRIO	clu_22119_+	gencode	0.334533333333333	0.447966666666667	0.2061	ENST00000344204,ENST00000512070,ENST00000513206	TRIO-202,TRIO-218,TRIO-221	sig_beige
in_trifid	chr14:90593626:90610742:-	beige	0.160393838499134	1.12961948588427e-13	TTC7B	clu_16711_-	gencode	0.4903	0.5014	0.5014	ENST00000328459,ENST00000555894	TTC7B-201,TTC7B-208	sig_beige
in_trifid	chrX:150699300:150718625:+	white	-0.160185197261283	1.52772112682767e-06	MTMR1	clu_15646_+	gencode	0.358033333333333	0.378333333333333	0.092	ENST00000370390,ENST00000485376,ENST00000542156	MTMR1-202,MTMR1-209,MTMR1-214	sig_white
in_trifid	chr12:27380404:27385481:+	white	-0.159682235366792	1.10458789034905e-07	ARNTL2	clu_10654_+	gencode	0.2390875	0.376375	0.30355	ENST00000266503,ENST00000311001,ENST00000261178,ENST00000544915,ENST00000395901,ENST00000542388,ENST00000457040,ENST00000546179	ARNTL2-202,ARNTL2-203,ARNTL2-201,ARNTL2-208,ARNTL2-204,ARNTL2-207,ARNTL2-205,ARNTL2-209	sig_white
in_trifid	chr17:59945518:59946551:+	white	-0.159175584111116	2.96260708253069e-06	RPS6KB1	clu_35023_+	gencode	0.4461	0.45415	0.4083	ENST00000225577,ENST00000393021,ENST00000443572,ENST00000472940	RPS6KB1-201,RPS6KB1-202,RPS6KB1-204,RPS6KB1-205	sig_white
in_trifid	chr11:111879605:111882368:+	white	-0.159091100009868	1.76540178937078e-11	C11orf1	clu_39175_+	gencode	0.14875	0.2975	0.2975	ENST00000260276,ENST00000530214	C11orf1-201,C11orf1-204	sig_white
in_trifid	chr10:103661114:103668608:-	beige	0.158677606406862	4.02669411380625e-18	SH3PXD2A	clu_38044_-	gencode	0.5435	0.632266666666667	0.8747	ENST00000355946,ENST00000369774,ENST00000420222	SH3PXD2A-202,SH3PXD2A-203,SH3PXD2A-204	sig_beige
in_trifid	chr3:171738082:171810399:-	beige	0.158593335772224	0.00797886722042561	PLD1	clu_4380_-	gencode	0.367866666666667	0.606266666666667	0.7899	ENST00000351298,ENST00000356327,ENST00000440204	PLD1-202,PLD1-203,PLD1-205	sig_beige
in_trifid	chr1:153563887:153566702:-	beige	0.158446239415118	0.00463507452440186	S100A2	clu_28685_-	gencode	0.8482	0.9819	0.9819	ENST00000368709	S100A2-203	sig_beige
in_trifid	chr1:153563887:153565506:-	white	-0.158446239415118	0.00463507452440186	S100A2	clu_28685_-	gencode	0.44625	0.5166	0.5166	ENST00000368708,ENST00000368707	S100A2-202,S100A2-201	sig_white
in_trifid	chr11:111879040:111882368:+	beige	0.158328912057496	1.76540178937078e-11	C11orf1	clu_39175_+	gencode	0.004	0.0079	0.0079	ENST00000528125	C11orf1-202	sig_beige
in_trifid	chr1:55178132:55214790:-	white	-0.157854098757797	8.20690384321617e-10	USP24	clu_28101_-	gencode	0.9328	1	1	ENST00000294383	USP24-201	sig_white
in_trifid	chr2:64990170:65001448:+	white	-0.156952441762945	0.000181327775988487	SLC1A4	clu_31302_+	gencode	0.9321	1	1	ENST00000234256	SLC1A4-201	sig_white
in_trifid	chr22:50330995:50372020:+	beige	0.156360414117695	0.00010431929720002	PPP6R2	clu_16195_+	refseq	0.1672	0.3344	0.3344	XM_047441654	NA	sig_beige
in_trifid	chr8:17675252:17684328:-	white	-0.156142293431275	3.49991379562679e-06	MTUS1	clu_8539_-	gencode	0.330128571428571	0.4927	0.475	ENST00000297488,ENST00000262102,ENST00000381861,ENST00000519263,ENST00000381869,ENST00000544260,ENST00000520196	MTUS1-202,MTUS1-201,MTUS1-203,MTUS1-216,MTUS1-204,MTUS1-228,MTUS1-217	sig_white
in_trifid	chrX:115017302:115017553:-	beige	0.155838727151254	8.94722549232041e-21	IL13RA2	clu_391_-	gencode	0.6029	0.9407	0.9407	ENST00000243213,ENST00000371936	IL13RA2-201,IL13RA2-202	sig_beige
in_trifid	chr11:111977794:111980737:+	white	-0.155783936574492	2.62089230411348e-11	DIXDC1	clu_39182_+	gencode	0.5679	0.5898	0.5898	ENST00000615255	DIXDC1-208	sig_white
in_trifid	chr1:196743628:196745817:+	beige	0.155696066142233	2.44521915392778e-09	CFH	clu_14736_+	gencode	0.7404	1	1	ENST00000367429	CFH-202	sig_beige
in_trifid	chr10:91220836:91222689:+	beige	0.155331763792297	9.43590156803923e-06	PCGF5	clu_29834_+	gencode	0.9879	1	1	ENST00000336126	PCGF5-201	sig_beige
in_trifid	chr3:187734907:187737597:-	beige	0.155315090763757	1.08151569021131e-13	BCL6	clu_4454_-	gencode	0	0	0	ENST00000438077	BCL6-205	sig_beige
in_trifid	chr3:14416453:14443624:+	white	-0.15528377998099	3.13794711009527e-12	SLC6A6	clu_18245_+	gencode	0.24266	0.32022	0.0037	ENST00000622186,ENST00000621751,ENST00000622176,ENST00000610642,ENST00000649500	SLC6A6-210,SLC6A6-208,SLC6A6-209,SLC6A6-203,SLC6A6-212	sig_white
in_trifid	chr8:22533018:22540615:+	white	-0.154700093501455	9.83769869286039e-13	PPP3CC	clu_21466_+	gencode	0.5855	0.8794	0.8794	ENST00000289963	PPP3CC-202	sig_white
in_trifid	chr4:70722751:70762519:+	white	-0.153643170799958	4.20584814100985e-05	RUFY3	clu_39761_+	gencode	0.70885	0.93075	0.93075	ENST00000226328,ENST00000381006	RUFY3-201,RUFY3-202	sig_white
in_trifid	chr16:66935711:66938037:+	beige	0.153395049274686	0.000974419994897022	CES2	clu_5281_+	gencode	0.3209	0.6419	0.6419	ENST00000317091,ENST00000417689	CES2-201,CES2-202	sig_beige
in_trifid	chr1:160127820:160128652:+	white	-0.153238977648042	3.88858862607815e-06	ATP1A2	clu_14479_+	gencode	0.373833333333333	0.3846	0.1356	ENST00000361216,ENST00000392233,ENST00000447527	ATP1A2-201,ATP1A2-202,ATP1A2-203	sig_white
in_trifid	chr13:44436095:44436504:-	beige	0.152846570856655	3.86512090397483e-27	TSC22D1	clu_17891_-	gencode	0.7965	1	1	ENST00000261489	TSC22D1-201	sig_beige
in_trifid	chr8:73422702:73552012:-	beige	0.152392805797064	1.37691644109026e-09	STAU2	clu_8774_-	gencode	0.492366666666667	0.604266666666667	0.7432	ENST00000524300,ENST00000522695,ENST00000523558	STAU2-229,STAU2-220,STAU2-225	sig_beige
in_trifid	chr5:14441360:14461019:+	white	-0.151895968662778	4.51274317351576e-09	TRIO	clu_22119_+	gencode	0.0036	0.0048	0.0048	ENST00000639876	TRIO-225	sig_white
in_trifid	chr7:99439596:99444789:+	white	-0.151503391247632	1.42955664382958e-09	CPSF4	clu_40827_+	gencode	0.3252	0.3411	0.3411	ENST00000441580	CPSF4-206	sig_white
in_trifid	chr17:29568508:29569018:+	beige	0.150560110122578	2.47916987674473e-09	TP53I13	clu_34539_+	gencode	0.013	0.02605	0.02605	ENST00000578749,ENST00000580183	TP53I13-205,TP53I13-208	sig_beige
in_trifid	chr1:113757755:113758659:-	white	-0.150442530566778	2.44751369850962e-08	PHTF1	clu_28417_-	gencode	0.4773	0.521983333333333	0.48765	ENST00000369604,ENST00000393357,ENST00000369598,ENST00000357783,ENST00000369600,ENST00000446739	PHTF1-204,PHTF1-205,PHTF1-202,PHTF1-201,PHTF1-203,PHTF1-207	sig_white
in_trifid	chr11:65380175:65381915:-	white	-0.150415074981398	1.64159576620943e-14	SLC25A45	clu_1647_-	gencode	0.44368	0.47836	0.2762	ENST00000527174,ENST00000398802,ENST00000534028,ENST00000526432,ENST00000530936	SLC25A45-208,SLC25A45-202,SLC25A45-214,SLC25A45-206,SLC25A45-211	sig_white
in_trifid	chr7:128456023:128457201:+	beige	0.15037893231609	2.75754324820141e-47	HILPDA,AC010655.2	clu_41011_+	gencode	0.7292	1	1	ENST00000257696	HILPDA-201	sig_beige
in_trifid	chr8:17675252:17676276:-	beige	0.15036783162251	3.49991379562679e-06	MTUS1	clu_8539_-	gencode	0.21845	0.326	0.326	ENST00000634613,ENST00000519066	MTUS1-229,MTUS1-215	sig_beige
in_trifid	chr11:76453388:76458183:+	white	-0.150077581014454	1.35051944500116e-05	EMSY	clu_39030_+	gencode	0.72145	0.75545	0.9379	ENST00000525919,ENST00000529032,ENST00000334736,ENST00000524490	EMSY-207,EMSY-210,EMSY-201,EMSY-204	sig_white
in_trifid	chr8:106658185:106679210:+	beige	0.149614281642055	3.21205855656878e-06	OXR1	clu_21865_+	gencode	0.7968	1	1	ENST00000312046	OXR1-202	sig_beige
in_trifid	chr19:47717016:47718509:+	white	-0.149216033716588	0.0459765543804013	EHD2	clu_27013_+	gencode	0.9879	1	1	ENST00000263277	EHD2-201	sig_white
in_trifid	chr4:120816574:120818353:-	beige	0.14921554812098	0.00658651544935321	PRDM5	clu_36849_-	gencode	0.5223	0.53425	0.53425	ENST00000428209,ENST00000515109	PRDM5-203,PRDM5-212	sig_beige
in_trifid	chr8:144103225:144103553:-	white	-0.148697825240084	2.25351936390357e-07	SHARPIN	clu_9130_-	gencode	0.3639	0.50315	0.50315	ENST00000398712,ENST00000359551	SHARPIN-202,SHARPIN-201	sig_white
in_trifid	chr10:71964694:72005736:+	beige	0.148290788651625	0.00270677732244009	CHST3	clu_29709_+	gencode	0.6178	1	1	ENST00000373115	CHST3-201	sig_beige
in_trifid	chr19:48633655:48634349:-	white	-0.148243906947376	0.00053586446403816	DBP	clu_7898_-	gencode	0.0946	0.0982	0.0982	ENST00000593500	DBP-202	sig_white
in_trifid	chr6:111592094:111605776:-	white	-0.148078605485389	1.4558348411468e-37	TRAF3IP2	clu_33213_-	gencode	0.236966666666667	0.458366666666667	0.3751	ENST00000368761,ENST00000359831,ENST00000650649	TRAF3IP2-207,TRAF3IP2-202,TRAF3IP2-213	sig_white
in_trifid	chr3:14432787:14443624:+	beige	0.147666878072898	3.13794711009527e-12	SLC6A6	clu_18245_+	gencode	0.0026	0.0034	0.0034	ENST00000452775	SLC6A6-202	sig_beige
in_trifid	chr11:47286534:47289391:+	beige	0.147231395872611	8.58891728210446e-07	MADD	clu_38566_+	gencode	0.81146	0.84996	0.8423	ENST00000342922,ENST00000402192,ENST00000402799,ENST00000406482,ENST00000395344	MADD-202,MADD-206,MADD-207,MADD-209,MADD-205	sig_beige
in_trifid	chr12:116911157:116928023:+	beige	0.147167351151166	0.0418442170526186	FBXW8	clu_11348_+	gencode	0.8252	0.8688	0.8688	ENST00000455858	FBXW8-202	sig_beige
in_trifid	chr10:89612048:89644600:-	white	-0.146748864977073	3.21141326392683e-25	PANK1	clu_37849_-	gencode	0.6418	0.8171	0.8171	ENST00000307534	PANK1-201	sig_white
in_trifid	chr1:33334292:33349597:-	white	-0.146113957415677	8.56054614384514e-09	PHC2	clu_27829_-	gencode	0.7998	1	1	ENST00000373418	PHC2-202	sig_white
in_trifid	chr11:7565767:7593132:+	beige	0.146081947655992	6.11153550758846e-05	PPFIBP2	clu_38330_+	gencode	0.313933333333333	0.333333333333333	0	ENST00000299492,ENST00000524548,ENST00000527790	PPFIBP2-201,PPFIBP2-203,PPFIBP2-207	sig_beige
in_trifid	chr4:142305537:142305877:-	beige	0.145952432869798	0.000960391133227898	INPP4B	clu_36913_-	gencode	0.0319	0.0386	0.0386	ENST00000511838	INPP4B-217	sig_beige
in_trifid	chr2:62705736:62706897:+	white	-0.145890612084886	1.6755015930419e-36	EHBP1	clu_31283_+	gencode	0.003	0.0031	0.0031	ENST00000405482	EHBP1-204	sig_white
in_trifid	chr10:71965475:72005736:+	white	-0.144143190934779	0.00270677732244009	CHST3	clu_29709_+	refseq	0.5035	0.6793	0.6793	XM_006718075	NA	sig_white
in_trifid	chr22:50343550:50372020:+	white	-0.143903945419956	0.00010431929720002	PPP6R2	clu_16195_+	gencode	0.312875	0.6257	0.702	ENST00000612753,ENST00000395744,ENST00000395741,ENST00000359139	PPP6R2-209,PPP6R2-204,PPP6R2-203,PPP6R2-202	sig_white
in_trifid	chr4:120816574:120816832:-	white	-0.143705564361433	0.00658651544935321	PRDM5	clu_36849_-	gencode	0.48885	0.5	0.5	ENST00000264808,ENST00000502409	PRDM5-201,PRDM5-204	sig_white
in_trifid	chr4:76251820:76263704:+	white	-0.143640468864899	3.26802602125809e-15	FAM47E-STBD1,FAM47E	clu_39783_+	gencode	0.00072	0.00146	8e-04	ENST00000502320,ENST00000510328,ENST00000509377,ENST00000514365,ENST00000651133	FAM47E-202,FAM47E-204,FAM47E-STBD1-201,FAM47E-STBD1-203,FAM47E-STBD1-205	sig_white
in_trifid	chrX:15738352:15749971:+	beige	0.143570721601024	5.44750243891257e-99	CA5B	clu_15162_+	gencode	0.972	1	1	ENST00000318636	CA5B-201	sig_beige
in_trifid	chr17:4950630:4951828:+	beige	0.143046244182533	0.0177723430878002	ENO3	clu_34253_+	gencode	3e-04	3e-04	3e-04	ENST00000522301	ENO3-213	sig_beige
in_trifid	chr15:49876523:49879376:-	beige	0.142609952941396	0.0319072039302655	ATP8B4	clu_2448_-	gencode	0.36892	0.40402	0.0087	ENST00000284509,ENST00000559829,ENST00000557955,ENST00000558906,ENST00000559726	ATP8B4-201,ATP8B4-211,ATP8B4-202,ATP8B4-208,ATP8B4-210	sig_beige
in_trifid	chr6:163563719:163566721:+	white	-0.142202455829184	2.70386872507002e-15	QKI	clu_23974_+	gencode	0.3912	0.39708	8e-04	ENST00000361752,ENST00000361195,ENST00000545607,ENST00000537883,ENST00000544361	QKI-203,QKI-202,QKI-217,QKI-210,QKI-213	sig_white
in_trifid	chr3:193618936:193631612:+	white	-0.141976696993424	7.77684619843842e-18	OPA1	clu_19197_+	gencode	0.180593333333333	0.186393333333333	0.0886	ENST00000361828,ENST00000392437,ENST00000646793,ENST00000643329,ENST00000644959,ENST00000392436,ENST00000642445,ENST00000644595,ENST00000645553,ENST00000642593,ENST00000644841,ENST00000644629,ENST00000643737,ENST00000642289,ENST00000646699	OPA1-204,OPA1-207,OPA1-232,OPA1-221,OPA1-226,OPA1-206,OPA1-219,OPA1-223,OPA1-227,OPA1-220,OPA1-225,OPA1-224,OPA1-222,OPA1-218,OPA1-231	sig_white
in_trifid	chrX:52956346:52958405:-	beige	0.14179647247658	3.83884530222283e-05	FAM156A	clu_208_-	gencode	0.0013	0.0025	0.0025	ENST00000619518	FAM156A-215	sig_beige
in_trifid	chr17:64353518:64354933:-	beige	0.14179626070265	0.0216140301975436	PECAM1	clu_20248_-	gencode	0.7335	1	1	ENST00000563924	PECAM1-203	sig_beige
in_trifid	chr17:67992103:67993044:-	beige	0.141794039058733	0.00113000038774908	C17orf58	clu_20306_-	gencode	0.43825	0.7105	0.7105	ENST00000449250,ENST00000580729	C17orf58-202,C17orf58-204	sig_beige
in_trifid	chr17:67992103:67992901:-	white	-0.141794039058733	0.00113000038774908	C17orf58	clu_20306_-	gencode	0.1775	0.2877	0.2877	ENST00000334461	C17orf58-201	sig_white
in_trifid	chr9:91220992:91296021:-	beige	0.141764710036495	6.56480820098259e-07	AUH	clu_9854_-	gencode	0.66435	0.6821	0.6821	ENST00000375731,ENST00000303617	AUH-202,AUH-201	sig_beige
in_trifid	chr9:91294797:91296021:-	white	-0.141764710036495	6.56480820098259e-07	AUH	clu_9854_-	refseq	0.00113333333333333	0.00136666666666667	0.0013	XM_047423529,XM_011518800,XM_005252072	NA,NA,NA	sig_white
in_trifid	chr1:87103589:87104470:+	white	-0.141311439831238	8.87815203151219e-40	HS2ST1	clu_13883_+	gencode	0.9964	1	1	ENST00000370550	HS2ST1-201	sig_white
